county,waterbody.type,wbic,name,name.local,named,hydro.unit,basin.maj,basin.min,seg.no,landlock,lake.type,access,area,impound,size.code,dep.max,dep.avg,len.shore,len.shore.m,dist.ash,muskie,nor.pike,wae,lmb,smb,pan,trout,cat,sturg,merc.warn
Bayfield,LP,2486500,NORTHEAST LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,T,88,99,M,50,9,NA,NA,25,NA,NA,NA,C,NA,P,NA,NA,NA,NA
Bayfield,LP,2770200,NW TWIN LAKE,TWIN LAKE, NORTHWEST,TRUE,4010302,3,280,1,TRUE,SE,WP,7,7,VS,19,NA,NA,NA,18,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2770300,NYMPHIA LAKE,NUMPHIA,TRUE,4010302,3,280,1,TRUE,SE,BR,10,10,VS,41,NA,0.65,1047,22,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2487000,OLE LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,NA,23,23,S,45,NA,NA,NA,34,NA,C,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2487100,OLE LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,13,13,VS,11,NA,NA,NA,32,NA,P,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2919900,OLSON LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,NA,20,20,S,9,NA,NA,NA,13,NA,C,NA,P,NA,C,NA,NA,NA,NA
Bayfield,RF,2872200,ORIENTA FLOWAGE,NA,TRUE,4010301,3,280,100,FALSE,DG,BR,144,144,M,32,11,4.69,7552,32,NA,C,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2770500,OVERBY LAKE,BLAISDELL,TRUE,4010302,3,280,1,TRUE,SE,W,8,8,VS,64,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2770600,PATSY LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,4,4,VS,14,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2770700,PERCH LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,BR,70,70,M,77,19,1.79,2882,22,NA,NA,NA,C,NA,P,P,NA,NA,Y
Bayfield,LP,2770800,PERCH LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,25,25,S,83,NA,NA,NA,24,NA,P,P,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2770900,PERCH LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,22,22,S,12,NA,NA,NA,22,NA,NA,P,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2730800,PERRY LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,BR,50,50,M,19,9,1.27,2045,30,NA,NA,P,P,P,C,NA,NA,NA,NA
Bayfield,LP,2771100,PETERSON LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,T,18,18,VS,46,NA,NA,NA,24,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2771200,PHANTOM LAKE,PANTHEON,TRUE,4010302,3,280,1,TRUE,SE,NA,44,44,S,35,NA,NA,NA,19,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2771300,PHYSA LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,10,10,VS,34,NA,NA,NA,22,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2489200,PICKEREL LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,BF,81,91,M,38,12,2.43,3913,35,NA,C,C,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2489300,PICTURE LAKE,PITCHER,TRUE,7030002,2,270,1,TRUE,SE,T,58,58,M,8,4,NA,NA,25,NA,C,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2489400,PIGEON LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,BR,213,213,L,26,12,6.89,11095,27,NA,P,NA,C,NA,A,NA,NA,NA,NA
Bayfield,LP,2904000,PIKE LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,NW,17,17,VS,23,8,0.69,1111,24,P,C,NA,P,P,P,NA,NA,NA,NA
Bayfield,LP,2902700,PIKE LAKE CHAIN,NA,TRUE,4010302,3,280,1,FALSE,NA,NA,NA,0,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2771500,PINE LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,BR,10,10,VS,28,NA,0.83,1337,19,NA,NA,NA,C,NA,P,NA,NA,NA,NA
Bayfield,LP,2771600,PINE LAKE,ANC,TRUE,4010302,3,280,1,TRUE,SE,BR,14,14,VS,34,NA,0.7,1127,24,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2771700,PLANORBIS LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,10,10,VS,31,NA,NA,NA,22,NA,NA,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2750900,POND LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,W,42,42,S,7,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2771800,POND LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,BR,8,8,VS,67,NA,0.42,676,27,NA,NA,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2896600,PORCUPINE LAKE,NA,TRUE,4010302,3,280,1,FALSE,SP,T,75,75,M,33,16,NA,NA,22,NA,P,NA,P,P,C,NA,NA,NA,NA
Bayfield,LP,2898700,POT LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,W,9,9,VS,34,NA,NA,NA,22,NA,P,NA,NA,NA,C,NA,NA,NA,NA
Bayfield,LP,2895700,PRE-EMPTION CREEK POND,NA,TRUE,4010302,3,280,1,FALSE,SP,T,3,3,VS,14,8,NA,NA,22,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2491300,PRICE LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,NA,74,74,M,16,8,NA,NA,30,NA,NA,NA,C,NA,P,NA,NA,NA,NA
Bayfield,LP,2491400,PRIEST LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,29,29,S,52,NA,NA,NA,32,NA,NA,NA,C,NA,A,NA,NA,NA,NA
Bayfield,LP,2771900,RAINBOW LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,14,14,VS,21,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2772000,RANA LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,6,6,VS,48,NA,NA,NA,22,NA,NA,NA,NA,NA,C,NA,NA,NA,NA
Bayfield,LP,1876000,RANGE LINE LAKE,NA,TRUE,7050001,2,261,1,TRUE,SE,NA,14,14,VS,24,NA,NA,NA,25,NA,P,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2772200,REYNARD LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,33,33,S,55,NA,NA,NA,22,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2772300,RIB LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,BR,4,4,VS,8,NA,0.28,451,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2772400,RICHARDSON LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,25,25,S,32,NA,NA,NA,30,NA,C,NA,P,NA,C,NA,NA,NA,NA
Bayfield,RF,2743300,ROBINSON LAKE,NA,TRUE,7030001,2,270,1,NA,DN,BR,91,91,M,36,14,2.01,3237,35,NA,C,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2492800,ROCK LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,W,33,33,S,25,NA,NA,NA,27,NA,NA,NA,P,P,P,NA,NA,NA,NA
Bayfield,LP,2772600,ROGER LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,30,30,S,7,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2900000,ROGER LAKE,NA,TRUE,4010302,3,280,1,FALSE,DG,T,24,65,M,10,4,NA,NA,25,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2493200,ROSA LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,NA,43,43,S,39,NA,NA,NA,30,NA,NA,NA,C,P,C,NA,NA,NA,NA
Bayfield,LP,2772900,RUSSELL LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,12,12,VS,1,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2494100,RYBERG LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,W,8,8,VS,7,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2896100,SAGE LAKE,NA,TRUE,4010302,3,280,1,FALSE,SE,W,6,6,VS,3,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2900700,SAJAKS SPRINGS,NA,TRUE,4010302,3,280,1,FALSE,NA,NA,NA,0,VS,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2494800,SAMOSET LAKE,N BASS,TRUE,7030002,2,270,1,TRUE,SE,NA,46,46,S,40,NA,NA,NA,30,NA,NA,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2494900,SAND BAR LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NW,118,118,M,49,25,1.97,3172,32,NA,P,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2773100,SAND LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,5,5,VS,13,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2773200,SAWDUST LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,BR,17,17,VS,36,NA,0.62,998,18,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2773300,SAWMILL LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,12,12,VS,45,NA,NA,NA,19,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2773400,SE TWIN LAKE,TWIN LAKE, SOUTHEAST,TRUE,4010302,3,280,1,TRUE,SE,NA,14,14,VS,21,NA,NA,NA,18,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,RF,2743600,SHUNENBERG LAKE,NA,TRUE,7030001,2,270,1,NA,DG,NW,44,44,S,6,NA,1.57,2528,35,P,P,P,C,NA,P,NA,NA,NA,NA
Bayfield,RF,2750200,SHUNENBERG SPRINGS,NA,TRUE,7030002,2,270,1,NA,SP,T,16,16,VS,6,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2773700,SIEGAL LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,T,6,6,VS,5,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2773800,SILVER LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,26,26,S,51,NA,NA,NA,25,NA,NA,NA,C,NA,A,NA,NA,NA,NA
Bayfield,LP,2773900,SILVER SACK LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,BR,7,7,VS,29,NA,0.43,692,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2774000,SIMPSON LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,13,13,VS,8,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2882300,SISKIWIT LAKE,NA,TRUE,4010301,3,280,1,FALSE,DG,BR,330,330,VL,13,8,4.09,6586,22,NA,NA,A,NA,P,P,NA,NA,NA,Y
Bayfield,LP,2497600,SMEAR LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,W,14,14,VS,4,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,RF,2743500,SMITH LAKE,NA,TRUE,7030001,2,270,1,NA,DG,NW,31,31,S,8,NA,1.37,2206,35,P,P,P,C,P,C,NA,NA,NA,NA
Bayfield,LP,2731200,SOUTH PORTER LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,NA,12,12,VS,20,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2494400,SOUTH TWIN LAKE,TWIN LAKE, SOUTHEAST,TRUE,7030002,2,270,1,TRUE,SE,T,19,19,VS,20,NA,NA,NA,27,NA,NA,NA,NA,P,C,NA,NA,NA,NA
Bayfield,LP,2498200,SOUTHWEST LAKE,SOUTH,TRUE,7030002,2,270,1,TRUE,SE,W,31,31,S,6,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2774200,SPIDER LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,75,75,M,23,NA,NA,NA,18,NA,P,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2876200,SPIDER LAKE,NA,TRUE,4010301,3,280,1,FALSE,SE,NA,124,124,M,20,NA,NA,NA,24,NA,C,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2904800,SPIRIT LAKE,NA,TRUE,4010302,3,280,1,FALSE,SP,NA,35,35,S,30,NA,NA,NA,25,NA,P,NA,P,NA,C,NA,NA,NA,NA
Bayfield,RF,2420400,SPRING LAKE,NA,TRUE,7050001,2,261,1,NA,SP,T,11,10,VS,17,2,NA,NA,27,NA,NA,NA,NA,NA,C,NA,NA,NA,NA
Bayfield,LP,2774400,SPRING LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,21,21,S,10,NA,NA,NA,30,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2498700,SPRUCE LAKE,NA,TRUE,7030002,2,270,1,TRUE,SP,NA,5,5,VS,7,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2774500,SPRUCE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,17,17,VS,7,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2774600,SQUARE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,3,3,VS,9,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2898400,STAR LAKE,NA,TRUE,4010302,3,280,1,FALSE,DN,BR,234,201,L,55,10,6.25,10064,22,NA,C,NA,C,NA,C,NA,NA,NA,Z
Bayfield,LP,2774700,STECKBAUR LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,W,3,3,VS,5,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2774800,STEELHEAD LAKE,ELL,HORSE SHOE,TRUE,4010302,3,280,1,TRUE,SE,T,17,17,VS,51,NA,NA,NA,25,NA,NA,P,C,NA,C,P,NA,NA,NA
Bayfield,LP,2499400,STEWART LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,W,24,24,S,20,NA,NA,NA,25,NA,NA,P,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2774900,STRATTON PONDS,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,7,7,VS,7,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2775100,SUMMIT LAKE,NA,TRUE,4010301,3,280,1,TRUE,SE,NA,3,3,VS,4,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2775200,SUNKEN CAMP LAKES,NA,TRUE,4010301,3,280,1,TRUE,NA,NA,NA,5,VS,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2775300,SWEDE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,27,27,S,35,NA,NA,NA,25,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2743700,SWETT LAKE,SWEET,TRUE,7030001,2,270,1,FALSE,DN,T,88,88,M,38,14,NA,NA,32,P,P,P,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2500900,TANK LAKE,NA,TRUE,7030002,2,270,1,TRUE,SE,W,8,8,VS,19,NA,NA,NA,27,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2775400,TANK LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,18,18,VS,11,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2750400,TARS POND,NA,TRUE,7030002,2,270,1,TRUE,DG,NA,2,2,VS,3,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,P,NA,NA,NA
Bayfield,LP,2734100,TAYLOR LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,BR,94,94,M,15,6,1.7,2738,22,NA,C,P,P,P,C,NA,NA,NA,NA
Bayfield,LP,2775500,TEACUP LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,1,1,VS,32,NA,NA,NA,19,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2501700,TOMAHAWK LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,BR,134,134,M,42,13,2.94,4734,32,NA,NA,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2775600,TOOTHPICK LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,7,7,VS,20,NA,NA,NA,18,NA,NA,NA,C,NA,A,NA,NA,NA,NA
Bayfield,LP,2775700,TOPSIDE LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,W,56,56,M,10,NA,NA,NA,24,NA,NA,NA,P,NA,P,NA,NA,NA,NA
Bayfield,LP,2705000,TOTAGATIC LAKE,NA,TRUE,7030002,2,270,1,FALSE,DG,BR,537,537,VL,7,6,5.44,8760,34,NA,C,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2775800,TOWER LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,T,13,13,VS,54,NA,NA,NA,25,NA,NA,P,C,NA,P,NA,NA,NA,NA
Bayfield,LP,2502100,TRAIL LAKE,EMERSON L #5,TRUE,7030002,2,270,1,TRUE,SE,NA,4,4,VS,9,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2734500,TRAPPER LAKE,NA,TRUE,7030002,2,270,1,FALSE,SE,NA,84,84,M,31,16,NA,NA,22,NA,C,P,P,NA,C,NA,NA,NA,NA
Bayfield,LP,2502200,TRAVERS LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,T,20,20,S,10,NA,NA,NA,27,NA,NA,NA,NA,NA,P,NA,NA,NA,NA
Bayfield,LP,2775900,TROUT LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,NA,14,14,VS,39,NA,NA,NA,25,NA,NA,NA,C,NA,P,C,NA,NA,NA
Bayfield,LP,2776000,TUB LAKE,NA,TRUE,4010302,3,280,1,TRUE,SE,BR,11,11,VS,31,NA,0.55,886,18,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2502900,TURTLE LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,W,22,22,S,7,NA,NA,NA,32,NA,NA,NA,P,NA,A,NA,NA,NA,NA
Bayfield,LP,2903100,TWIN BEAR LAKE,CROW,TRUE,4010302,3,280,1,FALSE,SE,BR,172,172,L,59,23,3.12,5024,24,P,C,C,P,P,P,NA,NA,NA,Y
Bayfield,LP,2503300,TWIN LAKE,NA,TRUE,7030001,2,270,1,TRUE,SE,NA,28,28,S,8,NA,NA,NA,32,NA,NA,NA,C,NA,C,NA,NA,NA,NA
Bayfield,LP,2035400,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2035500,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2035600,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,5,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2035700,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2035800,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2035900,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2036000,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2036100,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2036200,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2036300,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,6,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2036400,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2036500,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2037900,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,4,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2038000,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2038100,UN LAKE,NA,FALSE,7050001,2,261,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2423800,UN LAKE,NA,FALSE,7050001,2,261,1,FALSE,NA,NA,NA,2,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2431200,UN LAKE,NA,FALSE,7050001,2,261,1,FALSE,NA,NA,NA,5,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2573200,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2573300,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,3,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2573400,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,4,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2573500,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2573600,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2573700,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,3,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2573800,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2573900,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574000,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574100,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,5,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574200,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574300,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574400,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574500,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574600,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,29,S,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574700,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,2,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574800,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2574900,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2575000,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2575100,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2575200,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,1,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayfield,LP,2575300,UN LAKE,NA,FALSE,7030002,2,270,1,TRUE,NA,NA,NA,3,VS,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
