race sex age
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 3
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 4
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 5
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 6
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 7
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 8
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 9
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 10
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 11
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
white male 12
